"x" "F"
"243" 1650.64851523116 0.456
"244" 1657.85105009639 0.459
"245" 1662.32077213295 0.461
"246" 1668.84876154219 0.464
"247" 1671.41246388118 0.465
"248" 1675.42791162268 0.467
"249" 1676.92992371373 0.467
"250" 1682.805524314 0.47
"251" 1684.76655579462 0.47
"252" 1691.39830183196 0.473
"253" 1692.11318605441 0.473
"254" 1693.91725250164 0.474
"255" 1696.49539033224 0.475
"256" 1702.57629626796 0.478
"257" 1708.13726274458 0.48
"258" 1720.70760125672 0.485
"259" 1724.05491026686 0.487
"260" 1724.97977506837 0.487
"261" 1731.572474264 0.49
"262" 1733.46905674354 0.491
"263" 1741.44478424306 0.494
"264" 1745.40901198207 0.495
"265" 1747.5500749392 0.496
"266" 1768.9031707709 0.505
"267" 1786.00319533306 0.512
"268" 1791.61998550083 0.514
"269" 1794.24924173319 0.515
"270" 1805.17567838351 0.52
"271" 1807.10184649486 0.52
"272" 1816.24640939721 0.524
"273" 1828.94662037489 0.529
"274" 1832.4906891424 0.53
"275" 1841.44098877149 0.534
"276" 1842.16092958868 0.534
"277" 1843.05538317395 0.535
"278" 1844.15988934852 0.535
"279" 1852.03303557834 0.538
"280" 1859.46605553046 0.541
"281" 1865.41658474435 0.543
"282" 1865.62524969372 0.544
"283" 1878.91373322485 0.549
"284" 1882.16702254063 0.55
"285" 1897.96301748056 0.556
"286" 1902.09899085918 0.558
"287" 1907.20356648134 0.56
"288" 1909.09277781291 0.56
"289" 1909.3654961776 0.561
"290" 1928.137197359 0.568
"291" 1930.46422796796 0.569
"292" 1951.78694173798 0.577
"293" 1953.91997259472 0.578
"294" 1961.27896721982 0.58
"295" 1969.27880129239 0.583
"296" 1974.8371657697 0.585
"297" 1978.76395023636 0.587
"298" 1983.31786482378 0.589
"299" 2003.76703989699 0.596
"300" 2005.22201830813 0.597
"301" 2008.76508802079 0.598
"302" 2010.46709551399 0.599
"303" 2012.46963223237 0.599
"304" 2024.14140160882 0.604
"305" 2026.16820599575 0.604
"306" 2044.78753784272 0.611
"307" 2046.3143052935 0.612
"308" 2060.84399152513 0.617
"309" 2061.46838522905 0.617
"310" 2063.53040656617 0.618
"311" 2064.71379573926 0.618
"312" 2074.50336117275 0.622
"313" 2076.53021908055 0.622
"314" 2079.44541487501 0.623
"315" 2086.9764024825 0.626
"316" 2099.72023640603 0.631
"317" 2105.7211318868 0.633
"318" 2108.33912035585 0.634
"319" 2111.21580967521 0.635
"320" 2121.23200107756 0.638
"321" 2121.50706425995 0.638
"322" 2121.70414397262 0.638
"323" 2124.0859357824 0.639
"324" 2124.2847777522 0.639
"325" 2127.68138541289 0.64
"326" 2143.09064479695 0.646
"327" 2156.88964525732 0.65
"328" 2159.44840242979 0.651
"329" 2182.47918429955 0.659
"330" 2198.00249663077 0.664
"331" 2200.89657918268 0.665
"332" 2202.95180039359 0.666
"333" 2205.67447010892 0.667
"334" 2220.57480730185 0.671
"335" 2221.80154023453 0.672
"336" 2223.74736739982 0.672
"337" 2227.06041585277 0.673
"338" 2230.11062982074 0.674
"339" 2231.89514175421 0.675
"340" 2234.75751643795 0.676
"341" 2242.35053499311 0.678
"342" 2249.834490711 0.681
"343" 2254.25897526066 0.682
"344" 2262.59218099802 0.685
"345" 2265.3623626547 0.686
"346" 2273.40818798006 0.688
"347" 2275.53707020619 0.689
"348" 2276.45973274223 0.689
"349" 2281.48414764512 0.691
"350" 2290.8230824659 0.694
"351" 2293.80431087641 0.695
"352" 2302.4291156511 0.697
"353" 2308.54620902604 0.699
"354" 2310.16656881587 0.7
"355" 2326.41188926092 0.705
"356" 2327.45794953312 0.705
"357" 2328.305243494 0.705
"358" 2335.8537968719 0.707
"359" 2337.22815562095 0.708
"360" 2348.1911769504 0.711
"361" 2350.97015196431 0.712
"362" 2370.23391549516 0.718
"363" 2397.8119121624 0.726
"364" 2415.55910651977 0.731
"365" 2429.31836593677 0.735
"366" 2450.24445388825 0.74
"367" 2455.20872216047 0.742
"368" 2459.94611598985 0.743
"369" 2467.84553748683 0.745
"370" 2475.1598223136 0.747
"371" 2483.24320587847 0.749
"372" 2489.84580611986 0.751
"373" 2512.25336411985 0.757
"374" 2514.57760671106 0.758
"375" 2527.43561462676 0.761
"376" 2528.66514007224 0.761
"377" 2539.43397466545 0.764
"378" 2541.27700064866 0.765
"379" 2559.22257260487 0.769
"380" 2561.88171433995 0.77
"381" 2565.09260499204 0.771
"382" 2568.73668843203 0.772
"383" 2569.75287355595 0.772
"384" 2579.437766097 0.774
"385" 2587.01101106442 0.776
"386" 2593.20743120764 0.778
"387" 2595.32006788526 0.778
"388" 2596.1062988181 0.778
"389" 2635.60704077437 0.788
"390" 2641.26600371371 0.789
"391" 2643.28846737431 0.79
"392" 2652.83079752582 0.792
"393" 2656.27321052509 0.793
"394" 2656.52432453427 0.793
"395" 2666.74528164636 0.795
"396" 2668.14054899532 0.796
"397" 2695.59016696539 0.802
"398" 2708.89019200273 0.805
"399" 2732.28073526104 0.81
"400" 2734.58429379277 0.81
"401" 2748.60823535174 0.813
"402" 2751.56179058716 0.814
"403" 2765.58138064588 0.817
"404" 2776.33071088169 0.819
"405" 2779.7817121088 0.82
"406" 2788.44225223716 0.822
"407" 2790.03823843105 0.822
"408" 2793.94459905207 0.823
"409" 2851.25570990508 0.834
"410" 2859.78601692786 0.836
"411" 2865.7749374399 0.837
"412" 2899.78238978926 0.844
"413" 2903.15377530616 0.844
"414" 2911.89599623521 0.846
"415" 2916.57075260998 0.847
"416" 2926.82439110346 0.849
"417" 2932.81487548312 0.85
"418" 2936.03574837309 0.85
"419" 2951.66770618675 0.853
"420" 2958.25700068818 0.854
"421" 2959.10682480311 0.854
"422" 2972.55809607072 0.857
"423" 3000.28669212366 0.861
"424" 3001.67471472583 0.862
"425" 3016.81475323761 0.864
"426" 3030.25699472161 0.866
"427" 3052.82695769639 0.87
"428" 3057.87906133283 0.871
"429" 3068.58065353573 0.873
"430" 3070.02428500419 0.873
"431" 3082.13349946506 0.875
"432" 3082.24235493 0.875
"433" 3086.19550431807 0.875
"434" 3090.74327840469 0.876
"435" 3147.08682830081 0.884
"436" 3155.20091302766 0.886
"437" 3161.79631077 0.886
"438" 3187.43652312152 0.89
"439" 3196.17322983119 0.891
"440" 3207.3558709333 0.893
"441" 3211.89895587396 0.893
"442" 3232.88804555335 0.896
"443" 3251.83794585113 0.899
"444" 3254.76416176019 0.899
"445" 3257.8995755401 0.899
"446" 3264.51552837252 0.9
"447" 3272.87121629155 0.901
"448" 3296.0830470078 0.904
"449" 3322.09426140993 0.907
"450" 3328.95462380013 0.908
"451" 3336.53122975042 0.909
"452" 3369.42505642344 0.913
"453" 3395.52329687847 0.916
"454" 3414.09829137807 0.918
"455" 3421.58959103316 0.919
"456" 3424.02158305177 0.919
"457" 3438.00608927641 0.92
"458" 3447.24599477882 0.921
"459" 3453.75409937117 0.922
"460" 3469.65202270132 0.924
"461" 3471.09511242553 0.924
"462" 3484.11516868874 0.925
"463" 3491.56199402981 0.926
"464" 3556.15861312734 0.932
"465" 3618.1139951228 0.937
"466" 3630.28893910311 0.938
"467" 3672.5675026634 0.942
"468" 3682.53023910153 0.943
"469" 3701.0493991044 0.944
"470" 3701.52250428927 0.944
"471" 3737.3167250541 0.947
"472" 3762.37883301305 0.949
"473" 3794.19031791089 0.951
"474" 3814.59855893927 0.952
"475" 3855.41929143552 0.955
"476" 3861.16748794902 0.955
"477" 3866.55863696911 0.956
"478" 3873.92586935327 0.956
"479" 3915.89912754794 0.959
"480" 3940.35724236631 0.96
"481" 3941.11801964122 0.96
"482" 3986.43581136145 0.963
"483" 4025.57398217396 0.965
"484" 4026.77397342314 0.965
"485" 4035.92392983067 0.965
"486" 4081.59257174279 0.967
"487" 4088.77531325088 0.968
"488" 4123.92254111702 0.969
"489" 4138.45931121157 0.97
"490" 4299.28685218396 0.976
"491" 4309.58533593039 0.977
"492" 4333.26916713819 0.978
"493" 4536.2931354017 0.984
"494" 4671.4475323266 0.987
"495" 4717.68448502383 0.988
"496" 4890.84665474439 0.991
"497" 4929.20026643106 0.992
"498" 5211.31745720008 0.995
"499" 5606.75911740608 0.998
"500" 5629.86847638787 0.999
